order_id,customer_id,order_date,status,region_code
O000063,C0020,2025-11-25 04:00:41,SHIPPED,EAST
O000064,C0020,2025-12-08 18:14:17,CANCELLED,CENTRAL
O000065,C0020,2026-05-08 03:15:01,SHIPPED,EAST
O000066,C0020,2026-05-21 22:25:01,PLACED,EAST
O000067,C0020,2026-06-08 22:33:43,SHIPPED,EAST
O000068,C0021,2024-11-07 00:15:52,DELIVERED,NORTH
O000069,C0022,2025-08-29 12:46:11,DELIVERED,CENTRAL
O000070,C0022,2026-03-08 10:54:45,DELIVERED,CENTRAL
O000071,C0022,2026-03-18 15:24:19,DELIVERED,WEST
O000072,C0023,2024-07-09 20:56:23,DELIVERED,CENTRAL
O000073,C0023,2025-05-16 00:04:30,DELIVERED,EAST
O000074,C0024,2023-01-31 06:20:51,SHIPPED,SOUTH
O000075,C0024,2024-10-11 00:00:00,PLACED,EAST
O000076,C0024,2025-04-18 16:43:48,CANCELLED,EAST
O000077,C0025,2024-01-10 18:14:20,DELIVERED,NORTH
O000078,C0025,2026-01-19 10:55:40,SHIPPED,EAST
O000079,C0026,2025-06-01 05:46:03,CANCELLED,SOUTH
O000080,C0026,2026-02-13 12:59:24,PLACED,EAST
O000081,C0026,2026-05-12 13:29:22,SHIPPED,SOUTH
O000082,C0026,2026-06-20 13:35:48,DELIVERED,CENTRAL
O000083,C0027,2025-04-11 02:52:43,DELIVERED,NORTH
O000084,C0027,2025-04-14 12:20:38,DELIVERED,WEST
O000085,C0027,2025-06-19 23:34:20,DELIVERED,WEST
O000086,C0027,2025-09-20 00:00:00,DELIVERED,NORTH
O000087,,2026-02-19 06:10:15,SHIPPED,EAST
O000088,C0027,2026-04-22 14:34:25,DELIVERED,EAST
O000089,C0028,2024-09-11 21:07:12,CANCELLED,EAST
O000090,C0028,2025-03-27 21:02:34,DELIVERED,EAST
O000091,C0028,2026-04-07 14:50:50,SHIPPED,EAST
O000092,C0028,2026-06-07 03:33:59,DELIVERED,EAST
O000093,C0029,2024-01-21 07:35:31,SHIPPED,WEST
O000094,C0029,2026-05-19 10:51:10,RETURNED,EAST
O000095,C0030,2023-03-17 01:34:21,SHIPPED,NORTH
O000096,C0030,2023-06-19 20:03:23,SHIPPED,NORTH
O000097,C0030,2026-01-20 00:00:00,CANCELLED,NORTH
O000098,C0031,2024-08-20 06:30:45,SHIPPED,SOUTH
O000099,C0031,2026-01-03 10:05:39,DELIVERED,SOUTH
O000100,C0032,2025-04-18 04:30:59,CANCELLED,CENTRAL
O000101,C0032,2025-05-16 10:14:33,DELIVERED,CENTRAL
O000102,C0032,2026-01-29 07:25:31,PLACED,CENTRAL
O000103,C0033,2024-09-24 13:24:12,CANCELLED,NORTH
O000104,C0033,2025-09-02 09:18:55,CANCELLED,NORTH
O000105,C0033,2026-04-27 01:09:22,CANCELLED,NORTH
O000106,C0033,2026-05-10 00:55:39,DELIVERED,NORTH
O000107,C0033,2026-06-16 16:55:08,DELIVERED,NORTH
O000108,C0034,2024-10-01 04:24:04,PLACED,NORTH
O000109,C0034,2026-01-05 01:12:56,DELIVERED,NORTH
O000110,C0035,2024-06-11 16:28:54,DELIVERED,NORTH
O000111,C0035,2025-01-29 11:27:41,CANCELLED,NORTH
O000112,,2025-10-09 20:35:44,PLACED,NORTH
O000113,C0035,2026-06-21 14:17:11,DELIVERED,NORTH
O000114,C0036,2025-05-03 11:36:34,PLACED,SOUTH
O000115,C0036,2025-05-29 15:59:30,DELIVERED,WEST
O000116,C0036,2025-09-07 12:53:42,PLACED,WEST
O000117,C0036,2025-10-08 00:13:52,DELIVERED,WEST
O000118,C0036,2025-12-02 13:03:07,RETURNED,WEST
O000119,C0036,2025-12-04 02:36:36,DELIVERED,WEST
O000120,C0036,2025-12-06 00:10:44,DELIVERED,WEST
O000121,C0036,2026-02-01 17:29:07,PLACED,WEST
O000122,C0036,2026-03-09 18:31:06,CANCELLED,WEST
O000123,C0036,2026-04-06 09:30:13,SHIPPED,WEST
O000124,C0036,2026-04-25 14:40:14,DELIVERED,WEST
O000125,C0037,2024-01-24 19:37:45,DELIVERED,NORTH
O000126,C0038,2025-10-10 07:36:52,DELIVERED,NORTH
O000127,C0038,2025-11-20 18:10:06,PLACED,NORTH
O000128,C0038,2025-11-26 16:24:23,PLACED,NORTH
O000129,C0038,2025-12-08 04:56:58,DELIVERED,NORTH
O000130,C0038,2025-12-31 02:21:32,SHIPPED,EAST
O000131,C0038,2026-02-13 04:05:52,DELIVERED,WEST
O000132,C0038,2026-02-17 17:25:59,PLACED,NORTH
O000133,C0038,2026-04-24 22:52:24,PLACED,NORTH
O000134,C0038,2026-05-01 06:37:45,SHIPPED,CENTRAL
O000135,C0039,2024-09-24 06:20:08,DELIVERED,CENTRAL
O000136,C0039,2025-08-16 08:48:16,RETURNED,SOUTH
O000137,C0039,2026-05-29 18:10:00,SHIPPED,SOUTH
O000138,C0040,2024-08-12 08:04:23,DELIVERED,WEST
O000139,C0040,2026-06-11 08:50:15,PLACED,WEST
O000140,,2026-06-16 23:04:09,DELIVERED,WEST
O000141,C0040,2026-06-29 14:42:59,SHIPPED,WEST
O000142,C0041,2024-10-19 11:35:10,PLACED,SOUTH
O000143,C0041,2025-12-02 19:59:26,DELIVERED,CENTRAL
O000144,C0042,2024-07-12 07:39:27,PLACED,NORTH
O000145,C0042,2025-03-29 02:28:46,DELIVERED,NORTH
O000146,C0042,2025-08-20 07:45:04,DELIVERED,NORTH
O000147,C0042,2025-09-29 19:37:09,DELIVERED,NORTH
O000148,C0042,2025-11-29 20:04:06,PLACED,NORTH
O000149,C0043,2023-05-31 17:21:01,DELIVERED,CENTRAL
O000150,C0043,2026-02-06 21:36:19,SHIPPED,CENTRAL
O000151,C0044,2023-10-17 15:25:21,RETURNED,NORTH
O000152,C0045,2025-06-04 10:34:19,DELIVERED,CENTRAL
O000153,C0046,2025-11-13 21:18:03,DELIVERED,CENTRAL
O000154,C0046,2026-05-07 00:42:11,RETURNED,CENTRAL
O000155,C0046,2026-05-13 21:17:15,DELIVERED,CENTRAL
O000156,C0047,2025-11-06 22:47:23,CANCELLED,SOUTH
O000157,C0048,2025-11-09 15:25:45,PLACED,WEST
O000158,C0048,2026-02-17 06:41:27,DELIVERED,WEST
O000159,C0048,2026-02-19 18:11:52,DELIVERED,WEST
O000160,C0048,2026-03-01 15:23:05,SHIPPED,WEST
O000161,,2026-03-19 15:12:23,SHIPPED,CENTRAL
O000162,,2026-04-01 00:00:00,DELIVERED,WEST
O000163,C0048,2026-04-13 15:32:49,SHIPPED,WEST
O000164,C0048,2026-05-20 11:21:34,SHIPPED,SOUTH
O000165,C0048,2026-05-27 22:52:10,DELIVERED,WEST
O000166,C0049,2026-06-30 11:22:34,PLACED,NORTH
O000167,C0050,2025-10-23 20:18:38,SHIPPED,WEST
O000168,C0051,2024-03-18 22:23:05,PLACED,CENTRAL
O000169,C0051,2025-01-25 23:23:06,DELIVERED,CENTRAL
O000170,C0051,2025-08-14 11:42:02,PLACED,CENTRAL
O000171,C0051,2025-10-25 03:32:57,DELIVERED,CENTRAL
O000172,C0051,2026-03-15 16:44:41,DELIVERED,CENTRAL
O000173,C0052,2025-12-09 17:59:43,PLACED,SOUTH
O000174,C0052,2026-01-16 00:00:00,DELIVERED,SOUTH
O000175,C0053,2025-05-09 22:29:47,SHIPPED,EAST
O000176,C0054,2025-12-09 21:12:19,PLACED,EAST
O000177,C0055,2023-05-25 06:45:49,DELIVERED,EAST
O000178,C0055,2024-07-03 15:55:22,PLACED,EAST
O000179,C0055,2025-07-29 02:46:20,DELIVERED,EAST
O000180,C0056,2023-07-23 08:31:31,RETURNED,EAST
O000181,C0056,2024-09-28 15:39:47,RETURNED,WEST
O000182,C0056,2024-10-21 07:20:04,PLACED,EAST
O000183,C0056,2025-03-07 08:48:36,SHIPPED,EAST
O000184,C0056,2025-11-30 10:37:37,CANCELLED,CENTRAL
O000185,C0056,2026-01-17 09:32:32,PLACED,EAST
O000186,C0056,2026-02-08 17:25:14,PLACED,EAST
O000187,C0056,2026-05-18 18:37:15,PLACED,CENTRAL
O000188,C0057,2025-05-21 11:42:42,DELIVERED,NORTH
O000189,C0057,2026-03-25 17:09:06,PLACED,NORTH
O000190,C0058,2025-06-24 08:27:34,PLACED,WEST
O000191,C0058,2025-07-08 11:12:18,SHIPPED,WEST
O000192,C0058,2025-07-18 19:35:54,DELIVERED,NORTH
O000193,C0058,2025-08-14 23:49:17,CANCELLED,WEST
O000194,C0058,2025-09-03 21:31:17,PLACED,WEST
O000195,C0058,2025-10-16 09:38:04,SHIPPED,WEST
O000196,C0059,2024-07-20 11:54:07,PLACED,NORTH
O000197,C0059,2025-01-06 14:17:56,DELIVERED,EAST
O000198,C0059,2025-01-27 00:00:00,SHIPPED,NORTH
O000199,C0060,2025-11-02 17:49:08,SHIPPED,NORTH
O000200,C0060,2026-01-11 10:05:16,SHIPPED,CENTRAL
O000201,C0060,2026-01-20 20:02:52,RETURNED,CENTRAL
O000202,C0060,2026-02-16 03:24:23,PLACED,WEST
O000203,C0060,2026-04-01 18:06:36,SHIPPED,CENTRAL
O000204,C0061,2025-04-28 10:08:00,DELIVERED,SOUTH
O000205,C0061,2026-05-23 19:55:47,DELIVERED,SOUTH
O000206,C0062,2024-09-17 04:47:36,PLACED,WEST
O000207,C0062,2025-06-30 15:32:12,DELIVERED,WEST
O000208,C0062,2025-07-31 16:46:01,RETURNED,WEST
O000209,C0062,2025-09-18 12:24:58,DELIVERED,SOUTH
O000210,C0062,2026-05-15 02:37:26,DELIVERED,EAST
O000211,C0063,2025-12-25 11:11:19,RETURNED,NORTH
O000212,C0063,2026-01-24 10:54:11,DELIVERED,NORTH
O000213,C0063,2026-03-11 18:18:47,SHIPPED,NORTH
O000214,C0064,2024-12-16 21:18:17,CANCELLED,SOUTH
O000215,C0064,2025-05-06 11:43:32,SHIPPED,SOUTH
O000216,C0065,2024-11-05 19:24:35,DELIVERED,NORTH
O000217,,2024-12-26 01:11:12,CANCELLED,NORTH
O000218,C0065,2025-05-19 08:45:06,SHIPPED,NORTH
O000219,C0065,2025-06-11 04:51:18,SHIPPED,NORTH
O000220,C0065,2025-08-03 05:21:47,PLACED,NORTH
O000221,C0065,2025-08-31 19:56:32,DELIVERED,NORTH
O000222,C0065,2025-11-05 02:25:46,SHIPPED,NORTH
O000223,C0065,2026-02-08 17:54:24,DELIVERED,NORTH
O000224,C0065,2026-03-04 17:39:25,DELIVERED,CENTRAL
O000225,C0065,2026-03-19 14:40:14,DELIVERED,NORTH
O000226,C0066,2025-11-22 04:16:27,DELIVERED,CENTRAL
O000227,C0066,2026-03-31 12:51:32,SHIPPED,CENTRAL
O000228,C0067,2024-02-11 00:21:16,PLACED,EAST
O000229,C0067,2024-07-14 22:10:48,DELIVERED,EAST
O000230,C0067,2025-02-23 18:17:03,CANCELLED,EAST
O000231,C0067,2025-03-05 17:52:50,DELIVERED,EAST
O000232,C0067,2025-05-20 15:28:30,CANCELLED,EAST
O000233,C0067,2025-10-10 08:32:46,SHIPPED,EAST
O000234,C0067,2025-12-06 06:32:55,DELIVERED,EAST
O000235,C0067,2026-01-01 03:20:16,PLACED,EAST
O000236,C0068,2024-12-03 00:00:00,PLACED,EAST
O000237,C0068,2025-02-10 20:34:06,PLACED,EAST
O000238,C0068,2025-04-14 15:33:16,RETURNED,EAST
O000239,C0069,2025-09-29 08:22:52,DELIVERED,NORTH
O000240,C0070,2024-07-20 17:40:10,DELIVERED,EAST
O000241,,2026-05-18 00:50:29,CANCELLED,EAST
O000242,C0071,2025-06-13 23:04:23,SHIPPED,WEST
O000243,C0071,2025-07-05 06:33:39,DELIVERED,WEST
O000244,,2025-08-15 14:11:41,CANCELLED,WEST
O000245,C0071,2025-10-21 08:36:20,PLACED,WEST
O000246,C0071,2025-10-26 16:01:25,CANCELLED,EAST
O000247,C0071,2025-11-19 04:14:56,PLACED,EAST
O000248,C0071,2026-01-01 20:16:51,DELIVERED,WEST
O000249,C0071,2026-03-16 05:47:33,PLACED,EAST
O000250,C0071,2026-06-16 15:41:43,DELIVERED,NORTH
O000251,C0071,2026-06-21 18:42:37,DELIVERED,WEST
O000252,C0072,2025-12-27 11:02:36,DELIVERED,WEST
O000253,,2026-02-02 21:08:12,SHIPPED,WEST
O000254,C0072,2026-03-31 00:44:10,SHIPPED,WEST
O000255,C0073,2024-09-23 01:03:46,PLACED,NORTH
O000256,C0073,2024-12-24 08:24:06,DELIVERED,WEST
O000257,C0073,2025-02-03 17:27:16,DELIVERED,NORTH
O000258,C0073,2025-02-12 15:26:37,DELIVERED,CENTRAL
O000259,C0073,2025-02-14 09:57:49,SHIPPED,EAST
O000260,C0073,2025-08-05 16:06:13,DELIVERED,EAST
O000261,C0073,2025-08-29 23:24:58,DELIVERED,NORTH
O000262,C0073,2025-09-12 09:16:54,DELIVERED,NORTH
O000263,C0073,2026-04-27 11:34:21,SHIPPED,NORTH
O000264,C0074,2024-10-30 06:59:57,DELIVERED,CENTRAL
O000265,C0074,2025-04-07 03:44:19,DELIVERED,CENTRAL
O000266,C0075,2024-11-18 16:08:51,PLACED,CENTRAL
O000267,C0075,2025-12-15 14:27:38,DELIVERED,CENTRAL
O000268,C0075,2026-01-12 16:48:04,DELIVERED,SOUTH
O000269,C0075,2026-01-20 06:46:08,DELIVERED,NORTH
O000270,C0076,2024-11-22 06:38:10,DELIVERED,CENTRAL
O000271,C0076,2025-08-02 00:57:44,PLACED,EAST
O000272,C0076,2026-04-26 11:30:56,PLACED,NORTH
O000273,C0077,2025-11-11 14:10:30,DELIVERED,SOUTH
O000274,C0077,2026-01-01 08:11:45,DELIVERED,SOUTH
O000275,C0077,2026-02-12 23:51:03,RETURNED,CENTRAL
O000276,C0077,2026-02-21 19:58:06,RETURNED,SOUTH
O000277,C0077,2026-04-20 22:52:02,SHIPPED,SOUTH
O000278,C0077,2026-04-30 14:47:45,DELIVERED,SOUTH
O000279,C0078,2024-01-17 03:55:57,SHIPPED,NORTH
O000280,C0078,2025-08-09 11:53:37,RETURNED,NORTH
O000281,C0079,2025-09-05 14:05:03,RETURNED,WEST
O000282,C0079,2026-04-29 06:25:54,PLACED,WEST
O000283,C0080,2023-08-18 19:00:46,SHIPPED,CENTRAL
O000284,C0080,2023-09-04 16:50:44,PLACED,NORTH
O000285,C0080,2023-09-25 11:59:01,RETURNED,NORTH
O000286,C0080,2025-04-10 17:14:49,DELIVERED,WEST
O000287,C0080,2025-10-25 05:33:48,PLACED,NORTH
O000288,C0081,2023-10-16 07:57:54,RETURNED,CENTRAL
O000289,C0081,2024-01-11 21:03:37,SHIPPED,CENTRAL
O000290,C0081,2024-03-11 04:01:32,RETURNED,CENTRAL
O000291,C0081,2024-09-22 10:11:52,SHIPPED,SOUTH
O000292,C0082,2023-11-15 02:15:36,RETURNED,SOUTH
O000293,C0082,2024-01-21 19:21:22,PLACED,WEST
O000294,C0082,2024-07-24 05:01:32,DELIVERED,WEST
O000295,C0082,2024-12-11 18:50:28,RETURNED,WEST
O000296,C0082,2024-12-28 06:22:14,RETURNED,WEST
O000297,C0082,2025-06-06 08:29:58,DELIVERED,WEST
O000298,C0082,2025-06-08 14:34:41,DELIVERED,WEST
O000299,C0082,2026-01-28 06:40:42,DELIVERED,SOUTH
O000300,C0082,2026-04-01 13:21:04,DELIVERED,EAST
O000301,C0082,2026-06-06 12:00:23,DELIVERED,WEST
O000302,C0083,2025-05-01 12:07:20,DELIVERED,SOUTH
O000303,C0083,2025-06-27 21:44:53,DELIVERED,SOUTH
O000304,C0083,2025-07-26 22:45:44,DELIVERED,WEST
O000305,C0083,2025-10-13 20:16:54,DELIVERED,CENTRAL
O000306,C0084,2024-01-20 13:16:50,SHIPPED,EAST
O000307,C0084,2025-11-15 12:00:31,DELIVERED,EAST
O000308,C0085,2024-11-14 20:15:04,SHIPPED,WEST
O000309,C0085,2025-10-19 18:07:08,CANCELLED,EAST
O000310,C0086,2024-05-11 21:10:20,DELIVERED,WEST
O000311,C0086,2025-05-30 04:28:39,SHIPPED,CENTRAL
O000312,C0086,2026-01-15 20:06:59,DELIVERED,NORTH
O000313,C0087,2024-08-18 09:59:38,DELIVERED,SOUTH
O000314,C0087,2025-07-05 07:33:10,CANCELLED,SOUTH
O000315,C0087,2026-02-16 14:19:02,SHIPPED,SOUTH
O000316,C0088,2024-05-29 21:55:07,SHIPPED,WEST
O000317,C0088,2025-04-29 00:00:00,DELIVERED,WEST
O000318,C0088,2026-06-25 07:20:48,DELIVERED,WEST
O000319,C0089,2024-08-28 01:20:55,SHIPPED,CENTRAL
O000320,C0089,2024-12-12 12:25:21,DELIVERED,CENTRAL
O000321,C0089,2025-01-21 08:10:00,DELIVERED,EAST
O000322,C0089,2025-04-24 12:26:11,PLACED,CENTRAL
O000323,C0089,2025-09-11 19:35:43,DELIVERED,CENTRAL
O000324,C0090,2023-01-10 21:00:15,SHIPPED,SOUTH
O000325,C0090,2024-08-25 18:26:54,RETURNED,EAST
O000326,,2024-09-22 09:13:12,RETURNED,EAST
O000327,C0091,2025-01-29 01:55:15,DELIVERED,WEST
O000328,C0091,2025-02-16 00:00:00,PLACED,NORTH
O000329,C0091,2025-03-01 22:51:31,SHIPPED,WEST
O000330,C0091,2025-06-11 08:38:35,DELIVERED,WEST
O000331,C0091,2025-12-03 22:28:37,DELIVERED,WEST
O000332,C0092,2025-04-22 10:03:40,DELIVERED,WEST
O000333,C0092,2025-12-17 17:39:55,DELIVERED,WEST
O000334,C0093,2025-09-28 13:55:53,RETURNED,WEST
O000335,C0094,2023-07-31 01:35:20,DELIVERED,SOUTH
O000336,C0094,2023-12-07 02:46:12,SHIPPED,SOUTH
O000337,C0094,2025-08-25 17:23:59,SHIPPED,NORTH
O000338,,2026-03-26 08:59:28,SHIPPED,EAST
O000339,C0095,2024-05-23 12:42:34,PLACED,CENTRAL
O000340,C0096,2024-10-17 00:37:43,SHIPPED,SOUTH
O000341,C0096,2024-12-25 11:14:40,SHIPPED,NORTH
O000342,C0096,2025-03-01 17:46:58,DELIVERED,NORTH
O000343,C0096,2026-03-09 05:39:56,SHIPPED,NORTH
O000344,C0097,2024-06-28 10:20:21,DELIVERED,NORTH
O000345,C0097,2025-01-24 04:06:50,DELIVERED,NORTH
O000346,C0097,2025-04-29 01:17:04,DELIVERED,EAST
O000347,C0097,2026-02-01 05:54:13,DELIVERED,CENTRAL
O000348,C0097,2026-05-18 23:13:56,PLACED,NORTH
O000349,C0097,2026-06-04 13:02:28,DELIVERED,NORTH
O000350,C0098,2024-01-28 20:18:17,DELIVERED,CENTRAL
O000351,C0098,2024-02-29 14:43:14,DELIVERED,CENTRAL
O000352,C0098,2025-01-08 00:00:00,DELIVERED,WEST
O000353,C0098,2026-02-27 03:04:18,CANCELLED,CENTRAL
O000354,C0098,2026-04-26 01:16:22,DELIVERED,CENTRAL
O000355,C0099,2025-01-06 05:57:03,SHIPPED,CENTRAL
O000356,C0100,2024-07-27 13:15:16,CANCELLED,CENTRAL
O000357,C0100,2026-02-23 16:07:06,PLACED,CENTRAL
O000358,C0100,2026-04-07 12:22:47,DELIVERED,SOUTH
O000359,C0101,2023-06-18 06:00:46,DELIVERED,EAST
O000360,C0101,2023-09-13 08:06:22,CANCELLED,EAST
O000361,C0101,2023-10-18 07:51:20,SHIPPED,EAST
O000362,C0101,2024-07-16 01:59:34,DELIVERED,SOUTH
O000363,C0101,2025-04-04 00:25:39,RETURNED,WEST
O000364,C0101,2025-07-22 06:19:23,PLACED,EAST
O000365,C0101,2025-08-26 07:12:23,PLACED,EAST
O000366,C0101,2025-09-03 01:19:03,DELIVERED,SOUTH
O000367,C0101,2025-09-27 12:22:35,PLACED,CENTRAL
O000368,C0101,2025-11-18 04:26:08,DELIVERED,EAST
O000369,C0102,2023-04-29 08:26:59,DELIVERED,NORTH
O000370,C0102,2024-06-02 20:24:50,RETURNED,SOUTH
O000371,C0102,2025-05-14 05:56:13,SHIPPED,SOUTH
O000372,C0102,2025-06-18 05:21:32,DELIVERED,SOUTH
O000373,C0102,2026-03-23 10:28:52,SHIPPED,WEST
O000374,C0102,2026-04-20 09:18:42,DELIVERED,SOUTH
O000375,C0103,2025-05-29 05:52:02,PLACED,EAST
O000376,C0103,2026-02-15 17:18:13,RETURNED,EAST
O000377,C0104,2025-02-25 08:33:20,CANCELLED,NORTH
O000378,C0104,2025-06-04 14:51:43,DELIVERED,NORTH
O000379,C0104,2025-09-26 09:27:02,DELIVERED,NORTH
O000380,C0104,2025-09-26 23:56:30,CANCELLED,NORTH
O000381,C0104,2025-10-01 15:32:12,PLACED,SOUTH
O000382,C0104,2025-12-13 19:28:40,PLACED,NORTH
O000383,C0104,2026-04-10 11:07:26,DELIVERED,NORTH
O000384,C0104,2026-04-23 12:43:06,DELIVERED,NORTH
O000385,C0104,2026-05-23 15:04:49,DELIVERED,EAST
O000386,C0105,2024-11-04 14:26:14,PLACED,CENTRAL
O000387,C0105,2024-12-13 20:16:26,DELIVERED,WEST
O000388,C0105,2025-10-21 19:30:17,CANCELLED,WEST
O000389,C0105,2025-11-08 13:17:06,PLACED,WEST
O000390,,2025-11-21 09:31:05,CANCELLED,WEST
O000391,C0106,2025-05-07 13:06:40,RETURNED,EAST
O000392,C0106,2025-06-20 11:51:46,DELIVERED,SOUTH
O000393,C0106,2025-09-18 04:43:31,DELIVERED,EAST
O000394,C0106,2025-10-05 23:02:08,PLACED,CENTRAL
O000395,,2026-04-28 22:28:38,DELIVERED,EAST
O000396,C0107,2025-07-10 08:06:25,DELIVERED,SOUTH
O000397,C0107,2025-12-15 15:50:02,DELIVERED,SOUTH
O000398,C0107,2026-02-09 18:20:32,DELIVERED,SOUTH
O000399,C0107,2026-06-10 16:19:04,SHIPPED,SOUTH
O000400,C0108,2024-01-15 17:06:10,SHIPPED,CENTRAL
O000401,C0108,2025-03-10 05:10:27,DELIVERED,CENTRAL
O000402,C0108,2025-06-28 20:42:31,RETURNED,CENTRAL
O000403,C0108,2025-11-20 03:50:34,RETURNED,CENTRAL
O000404,C0108,2025-12-11 18:44:33,DELIVERED,CENTRAL
O000405,C0109,2025-02-07 18:40:23,DELIVERED,SOUTH
O000406,C0109,2025-10-04 05:55:33,PLACED,SOUTH
O000407,C0110,2024-02-06 16:16:44,DELIVERED,SOUTH
O000408,C0110,2025-09-13 12:48:37,PLACED,SOUTH
O000409,C0110,2025-11-10 02:26:29,DELIVERED,CENTRAL
O000410,C0110,2026-03-03 09:19:20,PLACED,CENTRAL
O000411,C0111,2023-05-14 04:55:24,PLACED,WEST
O000412,C0111,2026-06-10 00:00:00,DELIVERED,WEST
O000413,C0112,2025-10-13 17:10:24,SHIPPED,WEST
O000414,C0112,2025-11-27 16:24:41,PLACED,WEST
O000415,C0112,2025-12-16 05:30:22,SHIPPED,WEST
O000416,C0112,2026-03-09 17:41:05,SHIPPED,WEST
O000417,C0112,2026-03-30 08:10:52,SHIPPED,WEST
O000418,C0112,2026-04-12 10:11:44,PLACED,WEST
O000419,C0113,2023-12-12 03:46:28,DELIVERED,SOUTH
O000420,C0114,2025-05-09 22:32:05,DELIVERED,WEST
O000421,C0114,2026-02-03 11:29:50,RETURNED,WEST
O000422,C0114,2026-03-13 17:22:23,SHIPPED,WEST
O000423,C0115,2024-02-26 00:00:00,SHIPPED,SOUTH
O000424,C0115,2025-10-06 16:31:36,RETURNED,SOUTH
O000425,C0115,2025-12-11 08:39:30,DELIVERED,SOUTH
O000426,C0115,2026-04-26 17:26:56,DELIVERED,SOUTH
O000427,C0116,2023-07-05 00:00:00,DELIVERED,SOUTH
O000428,C0116,2024-04-10 06:15:14,PLACED,SOUTH
